random_hill_climb,simulated_annealing,gradient_descent,genetic_alg
0.9194964775848666,0.9194964775848666,-0.9195076575729338,1.8774652474042717
0.9194964775848666,0.9195059419649576,-2.954601586970062,1.8774652474042717
0.9194964775848666,0.9195082510614103,-1.981283694196183,1.8774652474042717
0.9194964775848666,0.9195052745368693,-13.757758043673848,1.6988201838320132
0.9194964775848666,0.9195142688177602,-0.6931471805599454,1.6988201838320132
0.9194935038973032,0.9195142256675866,-13.864162485913369,1.4470076073074163
0.9194935038973032,0.919519265632003,-15.500715022899291,1.1599724343812623
0.9194935038973032,0.9195230823067121,-15.500715022899291,1.1599724343812623
0.9194934586240382,0.9195155287018298,-15.500715022899291,1.1599724343812623
0.9194934586240382,0.919506061456355,-15.500715022899291,1.1599724343812623
0.9194934586240382,0.9195004671803344,-15.500715022899291,1.1599724343812623
0.9194934586240382,0.919405965093055,-15.500715022899291,1.1599724343812623
0.9194847209715581,0.9194794941670988,-15.500715022899291,1.1599724343812623
0.9194847209715581,0.9195013988244446,-15.500715022899291,1.1599724343812623
0.9194840461539138,0.9194885892774928,-15.500715022899291,1.1599724343812623
0.919389551752595,0.919487177944151,-15.500715022899291,1.0339518659345812
0.919389551752595,0.9194830348354497,-15.500715022899291,1.0339518659345812
0.919389551752595,0.9194982709732887,-15.500715022899291,0.9617625061452474
0.919389551752595,0.9195651005696182,-15.500715022899291,0.9325677005644076
0.919389551752595,0.9195762751336635,-15.500715022899291,0.9325677005644076
0.919376754727334,0.919573867305885,-15.500715022899291,0.9325677005644076
0.9193753537031801,0.9195672636621026,-15.500715022899291,0.9318307339338315
0.9193712086452429,0.9195745709768962,-15.500715022899291,0.9318307339338315
0.9193712086452429,0.9195715311870657,-15.500715022899291,0.9318307339338315
0.9193712086452429,0.9195685979834046,-15.500715022899291,0.9318307339338315
0.9193712086452429,0.9195689204770979,-15.500715022899291,0.816197322783583
0.9193630108073569,0.9195811569953715,-15.500715022899291,0.816197322783583
0.9193630108073569,0.9195478635853753,-15.500715022899291,0.816197322783583
0.9193391143116308,0.9196065104435499,-15.500715022899291,0.816197322783583
0.919336724817779,0.9195977560144805,-15.500715022899291,0.816197322783583
0.9193301073929615,0.919597300621674,-15.500715022899291,0.816197322783583
0.9193301073929615,0.9195908760004413,-15.500715022899291,0.816197322783583
0.9193258425254386,0.9195736645282622,-15.500715022899291,0.816197322783583
0.9193228184968982,0.9196116713876344,-15.500715022899291,0.816197322783583
0.9193198849507592,0.9195913182333973,-15.500715022899291,0.8059707454820658
0.9193198849507592,0.9195509240104118,-15.500715022899291,0.8059707454820658
0.9192964376532756,0.9195887851620125,-15.500715022899291,0.7118958157967799
0.9192964376532756,0.9195956377491789,-15.500715022899291,0.7118958157967799
0.9192928823977342,0.9195928869564541,-15.500715022899291,0.7118958157967799
0.919259562922774,0.9195897006755452,-15.500715022899291,0.7118958157967799
0.919259562922774,0.919615033732508,-15.500715022899291,0.7118958157967799
0.919259562922774,0.9196148297741065,-15.500715022899291,0.7118958157967799
0.9192508151309847,0.9196164961809711,-15.500715022899291,0.7118958157967799
0.9192503542487974,0.9196194199588875,-15.500715022899291,0.7052971876398
0.9192439383840962,0.919643148089107,-15.500715022899291,0.7052971876398
0.9192267037669144,0.9196341068553563,-15.500715022899291,0.7052971876398
0.9192267037669144,0.9196333374300814,-15.500715022899291,0.7052971876398
0.9192267037669144,0.9196265115527229,-15.500715022899291,0.7052971876398
0.9192063499383809,0.91962941955731,-15.500715022899291,0.7052971876398
0.919165964099417,0.9196206533102754,-15.500715022899291,0.7052971876398
